country,year,PIB,population,IDH,unemployment,gdp_pc,log_gdp_pc,gdp_growth,unemployment.1,poverty
Paraguay,2009,22355151161.994,5671192.0,0.7045,5.46,3941.878737661148,8.279412725611193,-9.18176691167474,,
Paraguay,2010,27260886405.2263,5737924.0,0.709,4.569,4751.001652379206,8.466110748982947,21.94454069079408,,
Paraguay,2011,33756238766.5,5814583.0,0.7146,4.67,5805.444477531751,8.666551459251068,23.82663668643015,,
Paraguay,2012,33271921136.315,5896966.0,0.7202,4.085,5642.210101993975,8.63803112978989,-1.4347499836552924,,
Paraguay,2013,38501122141.4241,5982397.0,0.7258,4.385,6435.735064293477,8.769621342612014,15.716558667247016,,
Paraguay,2014,40377929295.6419,6069774.0,0.7313999999999999,5.034,6652.295340096996,8.802717238018896,4.874681697130345,,
Paraguay,2015,36211447840.0971,6159053.0,0.737,4.556,5879.385652323028,8.679207554536719,-10.318710068162162,,
Paraguay,2016,36089700222.9461,6249070.0,0.738,5.255,5775.21138712578,8.661330138551394,-0.3362130608215774,,
Paraguay,2017,38997129473.5558,6338607.0,0.739,6.138,6152.318557303805,8.724584290941083,8.056119149366436,,
Paraguay,2018,40225448340.6322,6427336.0,0.74,6.217,6258.494707703503,8.74169497315032,3.149767389698077,,
Paraguay,2019,37925338329.1494,6515016.0,0.741,6.595,5821.21952258435,8.669265058737999,-5.718046923940523,,
Paraguay,2020,35432178068.1814,6603683.0,0.742,7.548,5365.517707040359,8.587748147527678,-6.573864257531914,,
Paraguay,2021,39950899938.7482,6684130.0,0.723,7.311,5976.978296165425,8.6956704175922,12.753158617208117,,
Paraguay,2022,41952910858.088,6760399.0,0.747,6.755,6205.685619752325,8.733221186256989,5.011178527665794,,
Paraguay,2023,43118053174.5413,6844101.0,0.756,5.794,6300.031687805498,8.748309942177372,2.7772621556453325,,
Perú,2001,52030158775.4055,26964552.0,0.6869000000000001,5.063,1929.576236809182,7.565055691370583,0.5515721826339082,,
Perú,2002,54777553515.0809,27288162.0,0.6918000000000001,4.84,2007.3742421743505,7.604582799860866,5.280388921230972,,
Perú,2003,58731030121.8671,27580445.0,0.6967,4.15,2129.444616352894,7.663616481207681,7.217329641598114,,
Perú,2004,66768703497.5687,27852131.0,0.7016,4.71,2397.2565509464503,7.782080258722288,13.685565124642627,,
Perú,2005,76060606060.6061,28101118.0,0.7065,4.87,2706.675444749426,7.903476387616379,13.91655382880954,,
Perú,2006,88643193061.748,28324448.0,0.7114,4.17,3129.5647160272283,8.04864920550139,16.54284346763677,,
Perú,2007,102170981144.136,28530662.0,0.7163,4.08,3581.093952328761,8.183423605992932,15.260944033192336,,
Perú,2008,120550599815.441,28718988.0,0.7212,4.03,4197.59219285307,8.342266352463461,17.989079154849506,,
Perú,2009,120822986521.479,28896766.0,0.7261,3.96,4181.194065850795,8.338352146412063,0.2259521781351692,,
Perú,2010,147527631520.729,29085967.0,0.731,3.6,5072.124008142106,8.531514945373008,22.10228845361528,,
Perú,2011,171761737046.585,29304035.0,0.7384,3.477,5861.368137411281,8.67613832586905,16.42682477583928,,
Perú,2012,192650021648.583,29550318.0,0.7458,3.238,6519.389119554754,8.782535957211381,12.161197808760347,,
Perú,2013,201175543571.392,29817865.0,0.7532,3.575,6746.812475386551,8.816825446464167,4.425393700894875,,
Perú,2014,200786250582.943,30115771.0,0.7606,3.208,6667.146279699862,8.8049472032353,-0.1935091023183233,,
Perú,2015,189802976285.619,30457550.0,0.768,3.272,6231.721733547806,8.737407935325802,-5.470132673644857,,
Perú,2016,191898104390.379,30866446.0,0.7682,3.741,6217.045667984548,8.735050099904985,1.1038436518546524,,
Perú,2017,211007984080.911,31324599.0,0.7684,3.691,6736.175108926726,8.815247551565081,9.958347296467672,,
Perú,2018,222597009739.235,31897541.0,0.7686000000000001,3.492,6978.500622955073,8.850589362216457,5.492221400437702,,
Perú,2019,228346006003.648,32449256.0,0.7688,3.379,7037.018229436386,8.858939812475683,2.582692494902683,,
Perú,2020,201409694755.934,32838533.0,0.769,7.179,6133.334115623678,8.721493782476298,-11.79626993225522,,
Perú,2021,226328766459.634,33155845.0,0.764,5.097,6826.210173790896,8.8285249191759,12.372329809593662,,
Perú,2022,246065570308.155,33475381.0,0.79,3.85,7350.642859244977,8.902543052224997,8.720413298431096,,
Perú,2023,266958720837.988,33845565.0,0.794,4.899,7887.553977544414,8.973041350254821,8.490887410078507,,
Uruguay,2001,20898761742.2386,3274201.0,0.7672,15.052,6382.858517921961,8.761371319558725,-8.43222322938888,,
Uruguay,2002,13606515722.5864,3278826.0,0.7704,16.648,4149.813293717446,8.330818622747012,-34.893196590273604,,
Uruguay,2003,12045638351.8507,3281135.0,0.7736000000000001,16.661,3671.180354313584,8.20826851176798,-11.471543505768269,,
Uruguay,2004,13686329890.1191,3283108.0,0.7768,12.98,4168.711443583063,8.335362260705555,13.62062756944984,,
Uruguay,2005,17362857683.8545,3285727.0,0.78,12.009,5284.327542688269,8.57250065136078,26.8627734626628,,
Uruguay,2006,19741420739.8901,3289456.0,0.7832,10.844,6001.42416858292,8.69975208147491,13.699145033293656,,
Uruguay,2007,23797773024.3992,3295106.0,0.7864,9.403,7222.157048786656,8.884908947486682,20.547418232734984,,
Uruguay,2008,31119602538.8322,3302124.0,0.7896000000000001,8.025,9424.11688320372,9.15102730853132,30.766868424730863,,
Uruguay,2009,32708319077.5179,3310038.0,0.7928000000000001,7.74,9881.553951198715,9.198425060884308,5.105195468686463,,
Uruguay,2010,41950361211.9581,3318536.0,0.796,7.158,12641.225290898788,9.444718600573813,28.25593731226845,,
Uruguay,2011,50342406067.0777,3326787.0,0.8004,6.307,15132.44041986388,9.624596090527884,20.00470225445261,,
Uruguay,2012,54232266358.7811,3335354.0,0.8048,6.451,16259.823202808786,9.696452509906695,7.726806475082726,,
Uruguay,2013,61337621933.7857,3345281.0,0.8092,6.444,18335.566409454303,9.816597972281029,13.101712415996293,,
Uruguay,2014,61496186973.902,3356294.0,0.8136,6.547,18322.64604170612,9.815893062389396,0.2585118808281716,,
Uruguay,2015,57680327998.6689,3367974.0,0.818,7.488,17126.12033188763,9.74836008183073,-6.205033454923781,,
Uruguay,2016,57480787465.2716,3379233.0,0.8218,7.841,17010.01010148504,9.741557279245407,-0.3459420920801759,,
Uruguay,2017,65005997963.4822,3388401.0,0.8256,7.89,19184.85975050833,9.86187669228208,13.091696947883923,,
Uruguay,2018,65344577415.7535,3394494.0,0.8293999999999999,8.336,19250.1673049808,9.865275030845996,0.5208434034987164,,
Uruguay,2019,62222313618.8454,3397150.0,0.8331999999999999,8.836,18316.03362196117,9.81553210943599,-4.778152863462204,,
Uruguay,2020,53559359261.826,3398912.0,0.837,10.413,15757.7952185364,9.66509045632434,-13.922584766111356,,
Uruguay,2021,60739084240.8633,3396643.0,0.837,9.328,17882.092478032955,9.79155507085291,13.4051733963789,,
Uruguay,2022,70594110920.0358,3390863.0,0.852,7.877,20818.92159017801,9.943617544006036,16.225181532358945,,
Uruguay,2023,77991666837.7382,3388029.0,0.862,8.355,23019.77546170301,10.044108928175437,10.47899863216899,,
